name,location.coordinate.longitude,location.coordinate.latitude,review_count,rating,categories
Subsand,-122.3265228,47.5985413,159,4.5,"[[""Vietnamese"",""vietnamese""],[""Sandwiches"",""sandwiches""],[""Chinese"",""chinese""]]"
Radici,-122.331511080265,47.5998343527317,52,3.5,"[[""Italian"",""italian""],[""Gluten-Free"",""gluten_free""]]"
India Express,-122.320648,47.6235,130,3.5,"[[""Indian"",""indpak""]]"
Main St. Gyros,-122.3308411,47.6001701,101,4,"[[""Greek"",""greek""],[""Mediterranean"",""mediterranean""],[""Caterers"",""catering""]]"
Domino's Pizza,-122.345879,47.625916,37,2.5,"[[""Pizza"",""pizza""],[""Chicken Wings"",""chicken_wings""],[""Sandwiches"",""sandwiches""]]"
Fremont Dock Sports Bar,-122.343628,47.648857,102,3.5,"[[""American (Traditional)"",""tradamerican""],[""Sports Bars"",""sportsbars""],[""Karaoke"",""karaoke""]]"
JUNO,-122.3321012,47.6037576,119,3,"[[""American (New)"",""newamerican""]]"
Subway,-122.330589,47.617687,6,2.5,"[[""Sandwiches"",""sandwiches""],[""Fast Food"",""hotdogs""]]"
Pike Place Chinese Cuisine,-122.3411102,47.6088295,125,3,"[[""Chinese"",""chinese""]]"
Medi,-122.334993258119,47.608400657773,44,3.5,"[[""Delis"",""delis""],[""Sandwiches"",""sandwiches""]]"
Mae Phim Thai,-122.3347937,47.60338,231,3.5,"[[""Thai"",""thai""]]"
Marcela's Creole Cookery,-122.3334122,47.6021805,238,3.5,"[[""Cajun/Creole"",""cajun""]]"
Ivar's Pier 54 Fish Bar,-122.338704337037,47.604035176199,326,3.5,"[[""Seafood"",""seafood""],[""Fish \u0026 Chips"",""fishnchips""]]"
The Seattle Grind,-122.3706335,47.636223,8,4.5,"[[""Delis"",""delis""],[""Coffee \u0026 Tea"",""coffee""],[""Breakfast \u0026 Brunch"",""breakfast_brunch""]]"
Regatta Bar & Grille,-122.3321075,47.6080894,10,3.5,"[[""Bars"",""bars""],[""American (Traditional)"",""tradamerican""]]"
Urban Cafe,-122.36306,47.621857,25,2.5,"[[""American (Traditional)"",""tradamerican""]]"
Evergreens Salads,-122.3328719,47.6043542,48,4,"[[""Salad"",""salad""]]"
Bar Sajor,-122.3330866,47.5993177,150,3.5,"[[""Bars"",""bars""],[""Mediterranean"",""mediterranean""]]"
Core Bistro,-122.3298035,47.6046448,18,4,"[[""Sandwiches"",""sandwiches""],[""Soup"",""soup""],[""Vietnamese"",""vietnamese""]]"
Restaurant Roux,-122.35019632992,47.6578443872883,321,4,"[[""Cajun/Creole"",""cajun""],[""Southern"",""southern""],[""Soul Food"",""soulfood""]]"
Olympic Deli,-122.3389435,47.6104507,3,4,"[[""Delis"",""delis""],[""Sandwiches"",""sandwiches""]]"
Fresh Table Cafe,-122.329803,47.616909,8,2.5,"[[""Sandwiches"",""sandwiches""],[""Breakfast \u0026 Brunch"",""breakfast_brunch""]]"
Pizzeria Gabbiano,-122.3313065,47.6002197,65,4,"[[""Pizza"",""pizza""]]"
Taco Bell,-122.359491,47.624738,22,3.5,"[[""Mexican"",""mexican""],[""Fast Food"",""hotdogs""],[""Tex-Mex"",""tex-mex""]]"
La Vita E Bella,-122.3475037,47.6148987,291,3.5,"[[""Italian"",""italian""],[""Pizza"",""pizza""],[""Mediterranean"",""mediterranean""],[""Delis"",""delis""],[""Sandwiches"",""sandwiches""]]"
Kau Kau Barbeque,-122.324707,47.5984688,502,4,"[[""Barbeque"",""bbq""],[""Seafood"",""seafood""],[""Cantonese"",""cantonese""]]"
Chicken Valley,-122.340377,47.6089138,63,4,"[[""Food Stands"",""foodstands""],[""Fast Food"",""hotdogs""],[""Chicken Shop"",""chickenshop""]]"
Gordon Biersch,-122.3353119,47.6128883,363,3,"[[""American (New)"",""newamerican""]]"
Taco Del Mar,-122.3448181,47.6126404,17,2.5,"[[""Mexican"",""mexican""],[""Fast Food"",""hotdogs""]]"
Nishino,-122.29180523016,47.626865892007,474,4.5,"[[""Sushi Bars"",""sushi""],[""Japanese"",""japanese""]]"
Orrapin Thai Cuisine,-122.356507,47.638444,105,3.5,"[[""Thai"",""thai""]]"
Parlor Live,-122.3348083,47.6119919,85,2.5,"[[""Comedy Clubs"",""comedyclubs""],[""American (New)"",""newamerican""]]"
Taste of Asia,-122.3374023,47.6101799,9,3.5,"[[""Chinese"",""chinese""]]"
Osteria La Spiga,-122.3171005,47.6138115,478,3.5,"[[""Italian"",""italian""]]"
Harbor City Restaurant,-122.3233871,47.5982094,710,4,"[[""Barbeque"",""bbq""],[""Dim Sum"",""dimsum""],[""Cantonese"",""cantonese""]]"
Davids & Co,-122.3370132,47.6074905,3,3.5,"[[""American (Traditional)"",""tradamerican""]]"
Ray's Deli,-122.33084372883599,47.6046384404114,9,4,"[[""Delis"",""delis""]]"
Red Door,-122.351601,47.650108,243,3,"[[""Pubs"",""pubs""],[""American (Traditional)"",""tradamerican""]]"
Coffee Pronto,-122.312561,47.6209183,3,4.5,"[[""Cafes"",""cafes""]]"
Szechuan Noodle Bowl,-122.322288304567,47.5985680878656,232,4,"[[""Szechuan"",""szechuan""]]"
Taco Del Mar,-122.347561,47.618032,27,2,"[[""Mexican"",""mexican""],[""Fast Food"",""hotdogs""]]"
KFC,-122.36,47.6246,28,2.5,"[[""Fast Food"",""hotdogs""],[""Chicken Wings"",""chicken_wings""]]"
Subway,-122.3342667,47.6143799,12,2.5,"[[""Fast Food"",""hotdogs""],[""Sandwiches"",""sandwiches""]]"
Eltana,-122.342064,47.654793,88,3.5,"[[""Mediterranean"",""mediterranean""],[""Coffee \u0026 Tea"",""coffee""],[""Bagels"",""bagels""]]"
Teriyaki Seven,-122.296576648951,47.6231883466244,35,3.5,"[[""Japanese"",""japanese""],[""Chinese"",""chinese""]]"
Flame Catering Cafe,-122.3312531,47.6021118,28,4,"[[""Cafes"",""cafes""],[""Burgers"",""burgers""],[""Sandwiches"",""sandwiches""]]"
The Barbeque Pit,-122.2994614,47.6078186,220,4.5,"[[""Barbeque"",""bbq""]]"
Basil Box,-122.3306122,47.6045303,20,3.5,"[[""Asian Fusion"",""asianfusion""]]"
DeLaurenti Specialty Food & Wine,-122.3401184,47.6086388,226,4,"[[""Beer, Wine \u0026 Spirits"",""beer_and_wine""],[""Delis"",""delis""],[""Grocery"",""grocery""]]"
Phnom Penh Noodle House,-122.3244476,47.5984993,340,4,"[[""Cambodian"",""cambodian""],[""Caterers"",""catering""]]"
Tofully,-122.3273803,47.5983664,53,4,"[[""Korean"",""korean""]]"
The Lobby Bar,-122.3372749,47.6182418,5,3.5,"[[""Bars"",""bars""],[""American (New)"",""newamerican""]]"
Green Leaf Vietnamese Restaurant,-122.322205,47.598518,858,4,"[[""Vietnamese"",""vietnamese""],[""Sandwiches"",""sandwiches""]]"
Einstein Bros Bagels,-122.330832481384,47.6039929105968,19,4,"[[""Sandwiches"",""sandwiches""],[""Bagels"",""bagels""],[""Bakeries"",""bakeries""]]"
Taqueria Las Torres,-122.320343,47.6137009,2,4.5,"[[""Food Trucks"",""foodtrucks""],[""Mexican"",""mexican""]]"
The People's Burger,-122.3332206,47.5950003,44,4,"[[""Food Trucks"",""foodtrucks""],[""Burgers"",""burgers""],[""American (Traditional)"",""tradamerican""]]"
Gourmet Noodle Bowl,-122.322679,47.596323,211,4,"[[""Chinese"",""chinese""],[""Taiwanese"",""taiwanese""],[""Hot Pot"",""hotpot""]]"
Tsue Chong Co,-122.322245389223,47.5975725799799,46,4.5,"[[""Ethnic Food"",""ethnicmarkets""],[""Chinese"",""chinese""]]"
El Camión,-122.3335037,47.5933914,111,4,"[[""Mexican"",""mexican""],[""Food Trucks"",""foodtrucks""]]"
Canton Wonton House,-122.3259125,47.5976601,153,4,"[[""Cantonese"",""cantonese""]]"
Zinnia Bistro,-122.334938,47.5864296,29,4.5,"[[""American (New)"",""newamerican""],[""Sandwiches"",""sandwiches""]]"
Henry's Tavern,-122.3336792,47.5895805,128,3.5,"[[""American (Traditional)"",""tradamerican""],[""Seafood"",""seafood""],[""Sports Bars"",""sportsbars""]]"
Eastern Cafe,-122.324957,47.5979517,78,4.5,"[[""Coffee \u0026 Tea"",""coffee""],[""Gelato"",""gelato""],[""Cafes"",""cafes""]]"
Crazy Pho Cajun,-122.323379516602,47.5978469848633,57,4,"[[""Vietnamese"",""vietnamese""],[""Cajun/Creole"",""cajun""],[""Asian Fusion"",""asianfusion""]]"
Fortuna Cafe,-122.3231735,47.5982208,41,4,"[[""Chinese"",""chinese""],[""Barbeque"",""bbq""]]"
World Pizza,-122.324111536145,47.598394677043,157,4,"[[""Pizza"",""pizza""],[""Vegetarian"",""vegetarian""]]"
Maekawa Bar,-122.325988769531,47.5981826782227,172,4,"[[""Japanese"",""japanese""],[""Pubs"",""pubs""],[""Tapas/Small Plates"",""tapasmallplates""]]"
Hooverville Bar,-122.3344803,47.5875587,120,4,"[[""Bars"",""bars""],[""American (Traditional)"",""tradamerican""]]"
Pyramid Breweries,-122.3348618,47.5920105,351,3,"[[""Breweries"",""breweries""],[""American (Traditional)"",""tradamerican""]]"
Fort St. George,-122.325988,47.598178,272,3.5,"[[""Japanese"",""japanese""],[""Asian Fusion"",""asianfusion""],[""Sports Bars"",""sportsbars""]]"
Big John's Pacific Food Importers,-122.3266983,47.5941582,77,4.5,"[[""Grocery"",""grocery""],[""Delis"",""delis""],[""Cheese Shops"",""cheese""]]"
Samurai Noodle,-122.3274994,47.5972595,601,3.5,"[[""Ramen"",""ramen""]]"
Jade Garden,-122.323515415192,47.5985020713873,893,3.5,"[[""Dim Sum"",""dimsum""],[""Seafood"",""seafood""],[""Cantonese"",""cantonese""]]"
Boiling Point,-122.3276431,47.5973709,312,3,"[[""Taiwanese"",""taiwanese""],[""Hot Pot"",""hotpot""]]"
Triangle Pub,-122.334435,47.596798,35,4,"[[""Pubs"",""pubs""],[""American (Traditional)"",""tradamerican""]]"
Ton Kiang Barbeque Noodle House,-122.32416652143,47.5975551456213,56,4,"[[""Barbeque"",""bbq""],[""Cantonese"",""cantonese""]]"
Hong Kong Bistro,-122.3252335,47.5979614,265,3.5,"[[""Cantonese"",""cantonese""],[""Hot Pot"",""hotpot""],[""Dim Sum"",""dimsum""]]"
663 Bistro,-122.3244934,47.5973701,249,3.5,"[[""Barbeque"",""bbq""],[""Cantonese"",""cantonese""]]"
Jimmy's on First,-122.333687,47.592709,94,3,"[[""American (New)"",""newamerican""]]"
Henry's Taiwan,-122.327457591891,47.5984328985214,155,3.5,"[[""Chinese"",""chinese""],[""Taiwanese"",""taiwanese""]]"
Duk Li Dim Sum,-122.3242722,47.5976295,183,3.5,"[[""Dim Sum"",""dimsum""],[""Cantonese"",""cantonese""]]"
Dim Sum King,-122.3255997,47.5989494,157,3.5,"[[""Dim Sum"",""dimsum""],[""Cantonese"",""cantonese""]]"
Joe's Grilled Gourmet Dogs,-122.333169355989,47.5948052108288,12,4.5,"[[""Street Vendors"",""streetvendors""],[""Hot Dogs"",""hotdog""]]"
Honey Court Seafood Restaurant,-122.3248367,47.5978012,302,3.5,"[[""Seafood"",""seafood""],[""Dim Sum"",""dimsum""],[""Cantonese"",""cantonese""]]"
Sichuanese Cuisine,-122.317549573997,47.5993655520798,400,4,"[[""Szechuan"",""szechuan""],[""Hot Pot"",""hotpot""]]"
Pho Ba,-122.323712,47.598683,258,4,"[[""Vietnamese"",""vietnamese""]]"
Elysian Fields,-122.3338425,47.5970409,278,3,"[[""American (New)"",""newamerican""],[""Breweries"",""breweries""],[""Bars"",""bars""]]"
Drizzle,-122.322379499674,47.5985891371965,20,3.5,"[[""Ramen"",""ramen""],[""Chinese"",""chinese""]]"
Tamarind Tree,-122.318111,47.59945,885,4,"[[""Vietnamese"",""vietnamese""]]"
J Sushi,-122.3239822,47.5976295,110,3.5,"[[""Sushi Bars"",""sushi""],[""Japanese"",""japanese""]]"
Purple Dot Cafe,-122.325623,47.597683,423,3,"[[""Dim Sum"",""dimsum""],[""Cantonese"",""cantonese""],[""Cafes"",""cafes""]]"
Quality Athletics,-122.333071020829,47.5982409737019,67,3,"[[""American (New)"",""newamerican""],[""American (Traditional)"",""tradamerican""],[""Sports Bars"",""sportsbars""]]"
Humble Pie,-122.313305988361,47.5976491915013,107,4.5,"[[""Pizza"",""pizza""]]"
Shabu Chic,-122.318771362305,47.5996246337891,106,4,"[[""Japanese"",""japanese""],[""Hot Pot"",""hotpot""]]"
Hawk's Nest,-122.333687,47.593292,40,3.5,"[[""American (Traditional)"",""tradamerican""],[""Sports Bars"",""sportsbars""]]"
Shilla Korean BBQ,-122.3269424,47.5973969,115,3.5,"[[""Korean"",""korean""],[""Food Court"",""food_court""],[""Barbeque"",""bbq""]]"
Fortune Garden,-122.324868,47.598489,54,3.5,"[[""Seafood"",""seafood""],[""Cantonese"",""cantonese""]]"
Crawfish King,-122.322671628896,47.5964909662177,241,3,"[[""Cajun/Creole"",""cajun""],[""Seafood"",""seafood""]]"
Saigon Deli,-122.315491,47.598911,389,4,"[[""Vietnamese"",""vietnamese""],[""Delis"",""delis""],[""Sandwiches"",""sandwiches""]]"
Wing Wah Bistro,-122.32,47.598907,42,4,"[[""Chinese"",""chinese""],[""Vietnamese"",""vietnamese""]]"
Caffè Umbria,-122.332891,47.5994071,194,4,"[[""Coffee \u0026 Tea"",""coffee""],[""Cafes"",""cafes""]]"
Marination Mobile,-122.32763671875,47.596263885498,13,4,"[[""Food Trucks"",""foodtrucks""],[""Asian Fusion"",""asianfusion""],[""Hawaiian"",""hawaiian""]]"
Kaname Izakaya,-122.3258514,47.5993385,135,3.5,"[[""Japanese"",""japanese""],[""Sushi Bars"",""sushi""],[""Tapas/Small Plates"",""tapasmallplates""]]"
Macrina Bakery & Cafe,-122.3346863,47.5846214,135,3.5,"[[""Breakfast \u0026 Brunch"",""breakfast_brunch""],[""Bakeries"",""bakeries""],[""Cafes"",""cafes""]]"
Happy Times Bistro,-122.322378158569,47.5964641571045,38,3.5,"[[""Cantonese"",""cantonese""],[""Hot Pot"",""hotpot""]]"
Henry's Taiwan Plus,-122.327275201678,47.5984315574169,88,3.5,"[[""Taiwanese"",""taiwanese""],[""Dim Sum"",""dimsum""]]"
Bush Garden Restaurant,-122.3247299,47.5969696,152,3.5,"[[""Japanese"",""japanese""],[""Sushi Bars"",""sushi""],[""Karaoke"",""karaoke""]]"
Little Sheep Mongolian Hot Pot,-122.3259735,47.5973282,116,3,"[[""Mongolian"",""mongolian""],[""Hot Pot"",""hotpot""],[""Chinese"",""chinese""]]"
Tenoch Mexican Grill,-122.3274078,47.6005516,63,3.5,"[[""Mexican"",""mexican""]]"
Pecos Pit BBQ,-122.333839,47.582169,272,4,"[[""Barbeque"",""bbq""]]"
GUSTA Sandwiches,-122.332085,47.596704,3,5,"[[""Food Trucks"",""foodtrucks""],[""Italian"",""italian""],[""Sandwiches"",""sandwiches""]]"
Fu Lin Restaurant,-122.3271179,47.5984612,197,3.5,"[[""Chinese"",""chinese""],[""Ramen"",""ramen""]]"
Tai Tung Chinese Restaurant,-122.324667423964,47.598304823041,81,3.5,"[[""Chinese"",""chinese""]]"
Canton Noodle House,-122.3169937,47.5980492,42,4,"[[""Cantonese"",""cantonese""]]"
Asia Bar-B-Que,-122.3246918,47.5990105,18,4,"[[""Chinese"",""chinese""],[""Barbeque"",""bbq""]]"
Blazing Bagels,-122.334738296326,47.5858270794231,48,4,"[[""Sandwiches"",""sandwiches""],[""Bagels"",""bagels""],[""Coffee \u0026 Tea"",""coffee""]]"
Vietnam House,-122.3177414,47.5996208,169,4,"[[""Vietnamese"",""vietnamese""],[""Chinese"",""chinese""]]"
ChuMinh Tofu & Veggie Deli,-122.317619,47.598907,79,4.5,"[[""Vegetarian"",""vegetarian""],[""Vietnamese"",""vietnamese""],[""Delis"",""delis""]]"
HardWok Cafe,-122.3164368,47.5988197,252,3.5,"[[""Taiwanese"",""taiwanese""],[""Chinese"",""chinese""],[""Desserts"",""desserts""]]"
Uway Malatang Restaurant,-122.320343,47.599499,58,3.5,"[[""Hot Pot"",""hotpot""],[""Szechuan"",""szechuan""]]"
The Little London Plane,-122.3325807,47.5993639,11,4,"[[""Venues \u0026 Event Spaces"",""venues""],[""Tapas/Small Plates"",""tapasmallplates""],[""Wine Bars"",""wine_bars""]]"
Ping's Food Market,-122.327403277159,47.5984328985214,20,4,"[[""Grocery"",""grocery""],[""Chinese"",""chinese""],[""Ethnic Food"",""ethnicmarkets""]]"
Loving Hut,-122.3160934,47.5993805,163,4,"[[""Vegetarian"",""vegetarian""],[""Vegan"",""vegan""]]"
San Fernando Roasted Chicken,-122.3097,47.594013,158,4,"[[""Peruvian"",""peruvian""],[""Barbeque"",""bbq""],[""Chicken Shop"",""chickenshop""]]"
Gyro House,-122.327575609088,47.6006745547056,38,3.5,"[[""Greek"",""greek""],[""Mediterranean"",""mediterranean""]]"
Pho Hoa Restaurant,-122.3254776,47.5976601,96,3.5,"[[""Vietnamese"",""vietnamese""]]"
Grand Central Baking Company,-122.33375981912,47.600444342443,142,3.5,"[[""Bakeries"",""bakeries""],[""Sandwiches"",""sandwiches""],[""Breakfast \u0026 Brunch"",""breakfast_brunch""]]"
King Street Bar and Oven,-122.3319397,47.5984306,61,3,"[[""Bars"",""bars""],[""American (Traditional)"",""tradamerican""],[""Pizza"",""pizza""]]"
Sun Bakery & Cafe,-122.3246002,47.5993385,23,4,"[[""Bakeries"",""bakeries""],[""Chinese"",""chinese""],[""Vietnamese"",""vietnamese""]]"
Seven Stars Pepper Szechuan Restaurant,-122.31691,47.599074,281,3.5,"[[""Szechuan"",""szechuan""],[""Hot Pot"",""hotpot""]]"
Unicone Crepes,-122.3275452,47.5973778,27,4,"[[""Creperies"",""creperies""],[""Food Court"",""food_court""]]"
Liana Cafe House,-122.3252335,47.5979614,12,4,"[[""Asian Fusion"",""asianfusion""],[""Chinese"",""chinese""]]"
Seoul Tofu House,-122.326200747222,47.597849770491,52,3.5,"[[""Korean"",""korean""]]"
FX McRory's Steak Chop & Oyster House,-122.333282470703,47.5985679626465,150,3,"[[""Seafood"",""seafood""],[""Steakhouses"",""steak""],[""Sports Bars"",""sportsbars""]]"
A & B Cafe,-122.324135,47.597683,29,3.5,"[[""Cantonese"",""cantonese""],[""Breakfast \u0026 Brunch"",""breakfast_brunch""],[""Cafes"",""cafes""]]"
Song Phang Kong,-122.318930178881,47.5991651415825,53,5,"[[""Laotian"",""laotian""],[""Thai"",""thai""]]"
Seattle Deli,-122.317520141602,47.600269317627,252,4,"[[""Delis"",""delis""],[""Vietnamese"",""vietnamese""],[""Sandwiches"",""sandwiches""]]"
Tako Kyuuban,-122.3269287,47.5968427,25,3.5,"[[""Japanese"",""japanese""],[""Seafood"",""seafood""]]"
King's Barbeque House,-122.317459,47.599758,41,4,"[[""Barbeque"",""bbq""],[""Chinese"",""chinese""]]"
Box House Saloon,-122.3331086,47.6010893,25,4,"[[""Sports Bars"",""sportsbars""],[""American (Traditional)"",""tradamerican""],[""Venues \u0026 Event Spaces"",""venues""]]"
Specialty's Café & Bakery,-122.3278122,47.5982246,63,3,"[[""Bakeries"",""bakeries""],[""Sandwiches"",""sandwiches""],[""Cafes"",""cafes""]]"
Ten Leaves Bistro,-122.318779,47.599621,20,4,"[[""Vietnamese"",""vietnamese""]]"
The Lodge Sports Grille,-122.331779971719,47.5984039508562,117,2.5,"[[""Sports Bars"",""sportsbars""],[""Pubs"",""pubs""],[""American (New)"",""newamerican""]]"
Sluggers Seattle,-122.333686828613,47.5971412658691,57,3.5,"[[""Sports Bars"",""sportsbars""],[""American (Traditional)"",""tradamerican""]]"
J & M Cafe,-122.3345718,47.6007118,120,3.5,"[[""Pubs"",""pubs""],[""Burgers"",""burgers""],[""Karaoke"",""karaoke""]]"
Saigon Bistro,-122.3272934,47.5973701,42,3.5,"[[""Vietnamese"",""vietnamese""],[""Sandwiches"",""sandwiches""],[""Food Court"",""food_court""]]"
Pho Bac,-122.3147964,47.5993805,239,4,"[[""Vietnamese"",""vietnamese""],[""Soup"",""soup""]]"
Spring Roll House-Deli,-122.316123962402,47.5997543334961,14,4.5,"[[""Vietnamese"",""vietnamese""],[""Chinese"",""chinese""],[""Caterers"",""catering""]]"
House of Hong Restaurant,-122.32250690460201,47.5990446700932,251,3,"[[""Dim Sum"",""dimsum""],[""Seafood"",""seafood""],[""Cantonese"",""cantonese""]]"
King's Barbeque House,-122.3260117,47.5977898,22,3.5,"[[""Chinese"",""chinese""],[""Barbeque"",""bbq""]]"
Aloha Plates,-122.3272171,47.5973587,67,3,"[[""Hawaiian"",""hawaiian""],[""Food Court"",""food_court""]]"
Pizzeria Gabbiano,-122.3313941,47.6002744,2,5,"[[""Pizza"",""pizza""]]"
Gaba Sushi,-122.334106117487,47.6006349921227,50,3.5,"[[""Sushi Bars"",""sushi""],[""Japanese"",""japanese""]]"
The Central Saloon,-122.334581,47.600586,97,3.5,"[[""Bars"",""bars""],[""Music Venues"",""musicvenues""],[""American (New)"",""newamerican""]]"
Banh Cuon Tan Dinh Deli,-122.3164215,47.6001282,32,4,"[[""Vietnamese"",""vietnamese""],[""Sandwiches"",""sandwiches""],[""Delis"",""delis""]]"
Cheeky Cafe,-122.3096771,47.5994492,202,4,"[[""Asian Fusion"",""asianfusion""],[""Comfort Food"",""comfortfood""],[""Breakfast \u0026 Brunch"",""breakfast_brunch""]]"
Asia Ginger Teriyaki,-122.3319321,47.6004791,44,3.5,"[[""Asian Fusion"",""asianfusion""]]"
Thanh Son Tofu,-122.3161654,47.5983515,30,3.5,"[[""Vietnamese"",""vietnamese""],[""Delis"",""delis""],[""Sandwiches"",""sandwiches""]]"
Mi La Cay,-122.3114014,47.5960808,108,3.5,"[[""Vietnamese"",""vietnamese""]]"
A Piece of Cake,-122.3270721,47.5984688,143,3.5,"[[""Bakeries"",""bakeries""],[""Chinese"",""chinese""]]"
Pho Fuchsia,-122.334579,47.600338,70,3.5,"[[""Vietnamese"",""vietnamese""],[""Sandwiches"",""sandwiches""]]"
Taco Gol,-122.332626,47.582161,30,4,"[[""Mexican"",""mexican""],[""Food Stands"",""foodstands""],[""Caterers"",""catering""]]"
Tropics,-122.326013222337,47.5975705683231,115,3.5,"[[""Thai"",""thai""]]"
Mikado,-122.3139572,47.5985107,78,3.5,"[[""Sushi Bars"",""sushi""],[""Steakhouses"",""steak""],[""Teppanyaki"",""teppanyaki""]]"
Hit it Here Cafe and Bar,-122.3340683,47.5912323,29,3,"[[""Sports Bars"",""sportsbars""],[""American (Traditional)"",""tradamerican""],[""Pizza"",""pizza""]]"
Saba Ethiopian Cuisine,-122.3165283,47.60215,137,4,"[[""Ethiopian"",""ethiopian""]]"
North Shore Hawaiian Barbeque,-122.317177,47.601433,127,3,"[[""Hawaiian"",""hawaiian""],[""Barbeque"",""bbq""]]"
Pacific Cafe Hong Kong Kitchen,-122.3275375,47.5986137,125,4,"[[""Cantonese"",""cantonese""]]"
Shanghai Garden,-122.3262024,47.5976601,242,3.5,"[[""Shanghainese"",""shanghainese""]]"
King Deli and Espresso,-122.334474250674,47.59825989604,9,3.5,"[[""Convenience Stores"",""convenience""],[""Delis"",""delis""]]"
Saigon's Bakery & Bubble Tea,-122.316986083984,47.5993919372559,15,4,"[[""Bakeries"",""bakeries""],[""Sandwiches"",""sandwiches""],[""Bubble Tea"",""bubbletea""]]"
Al Boccalino,-122.33567,47.60154,205,3,"[[""Italian"",""italian""]]"
Cherry Street Coffee House,-122.3337784,47.6025314,114,3.5,"[[""Coffee \u0026 Tea"",""coffee""],[""Sandwiches"",""sandwiches""],[""Cafes"",""cafes""]]"
Satisfaction Guaranteed Eateries,-122.3332672,47.5985603,1,5,"[[""Restaurants"",""restaurants""]]"
O'Yeah Asian Food,-122.3169403,47.6003876,35,2.5,"[[""Szechuan"",""szechuan""],[""Barbeque"",""bbq""],[""Asian Fusion"",""asianfusion""]]"
Ho Ho Seafood Restaurant,-122.3248367,47.5973587,191,3.5,"[[""Seafood"",""seafood""],[""Cantonese"",""cantonese""]]"
Jimmy John's,-122.33392318205,47.601388346164,70,3.5,"[[""Sandwiches"",""sandwiches""]]"
Taqueria Latinos II,-122.316986,47.597752,12,4,"[[""Mexican"",""mexican""],[""Sandwiches"",""sandwiches""],[""Food Trucks"",""foodtrucks""]]"
Four Seas Restaurant,-122.3229675,47.5986099,111,2.5,"[[""Dim Sum"",""dimsum""],[""Seafood"",""seafood""],[""Cantonese"",""cantonese""]]"
New Hong Kong Restaurant,-122.320259,47.59945,198,3,"[[""Dim Sum"",""dimsum""],[""Seafood"",""seafood""],[""Cantonese"",""cantonese""]]"
Girin,-122.330833,47.606389,20,4,"[[""Korean"",""korean""],[""Steakhouses"",""steak""]]"
Diablo Food Truckz,-122.329559,47.586853,3,3.5,"[[""Food Trucks"",""foodtrucks""],[""Japanese"",""japanese""],[""Sandwiches"",""sandwiches""]]"
Pho Hai Yen,-122.3108368,47.5955086,48,4,"[[""Vietnamese"",""vietnamese""]]"
Lake Chad Café,-122.3095398,47.5995293,5,5,"[[""Coffee \u0026 Tea"",""coffee""],[""Lounges"",""lounges""],[""Cafes"",""cafes""]]"
Jimmy John's,-122.334131598473,47.5857359915972,33,3.5,"[[""Sandwiches"",""sandwiches""]]"
Beacon Ave Sandwiches,-122.313768915344,47.5807445573606,71,4.5,"[[""Sandwiches"",""sandwiches""]]"
Tig Asian Tapas Bar,-122.333656,47.602375,77,3,"[[""Asian Fusion"",""asianfusion""]]"
New Saigon Deli,-122.3184814,47.5994911,61,4,"[[""Sandwiches"",""sandwiches""],[""Vietnamese"",""vietnamese""],[""Delis"",""delis""]]"
King Dome Deli,-122.3308563,47.5986595,17,3.5,"[[""Delis"",""delis""],[""Breakfast \u0026 Brunch"",""breakfast_brunch""],[""Sandwiches"",""sandwiches""]]"
Blazing Bagels,-122.3348465,47.5855904,18,4,"[[""Bagels"",""bagels""],[""Sandwiches"",""sandwiches""]]"
King Street Kafe,-122.330833,47.598774,6,3,"[[""Cafes"",""cafes""]]"
The Bistro at Courtyard,-122.3329426173,47.602987926014,21,3,"[[""American (New)"",""newamerican""]]"
Pho Viet,-122.315392,47.59948,40,3.5,"[[""Vietnamese"",""vietnamese""]]"
I Love Wasabi,-122.3164368,47.5988197,54,4,"[[""Japanese"",""japanese""],[""Sushi Bars"",""sushi""]]"
APizza,-122.3340683,47.5912323,4,4.5,"[[""Pizza"",""pizza""],[""Food Stands"",""foodstands""]]"
Showbox SoDo,-122.333694,47.587952,230,2.5,"[[""Music Venues"",""musicvenues""],[""Burgers"",""burgers""],[""Pizza"",""pizza""]]"
Deli Seoul,-122.329567,47.580479,15,4,"[[""Korean"",""korean""],[""American (Traditional)"",""tradamerican""]]"
Baja Bistro,-122.3141327,47.5816002,140,4,"[[""Mexican"",""mexican""],[""Coffee \u0026 Tea"",""coffee""],[""Breakfast \u0026 Brunch"",""breakfast_brunch""]]"
Pioneer Square Market,-122.331510409713,47.5997887551785,14,3.5,"[[""Delis"",""delis""],[""Convenience Stores"",""convenience""]]"
Moonlight Cafe,-122.3067169,47.5990105,273,4,"[[""Vegetarian"",""vegetarian""],[""Vietnamese"",""vietnamese""]]"
Thai Place,-122.3270874,47.5973969,42,2.5,"[[""Thai"",""thai""],[""Food Court"",""food_court""]]"
Kraken Congee,-122.334723599332,47.6018366775535,33,4,"[[""Korean"",""korean""],[""Filipino"",""filipino""],[""Chinese"",""chinese""]]"
The Faerie Queene,-122.3347473,47.6018791,11,5,"[[""Seafood"",""seafood""],[""Live/Raw Food"",""raw_food""]]"
Noodle Zen,-122.3269424,47.5973969,20,2.5,"[[""Chinese"",""chinese""],[""Japanese"",""japanese""],[""Food Court"",""food_court""]]"
